density, u velocity, pressure, x points
0.428302,0.921235,0.305787,0.013013
0.427991,0.921953,0.305479,0.015015
0.427706,0.92261,0.305198,0.017017
0.427446,0.923208,0.304943,0.019019
0.427211,0.923751,0.304711,0.021021
0.426998,0.92424,0.304502,0.023023
0.426807,0.92468,0.304314,0.025025
0.426636,0.925072,0.304147,0.027027
0.426483,0.925421,0.303998,0.029029
0.426348,0.92573,0.303866,0.031031
0.426228,0.926002,0.30375,0.033033
0.426123,0.92624,0.303649,0.035035
0.426032,0.926447,0.303561,0.037037
0.425952,0.926626,0.303485,0.039039
0.425883,0.926779,0.303419,0.041041
0.425824,0.926911,0.303363,0.043043
0.425772,0.927023,0.303316,0.045045
0.425729,0.927117,0.303276,0.047047
0.425692,0.927196,0.303242,0.049049
0.42566,0.927262,0.303214,0.0510511
0.425634,0.927316,0.303191,0.0530531
0.425611,0.927361,0.303172,0.0550551
0.425593,0.927397,0.303157,0.0570571
0.425577,0.927426,0.303144,0.0590591
0.425564,0.927449,0.303135,0.0610611
0.425552,0.927467,0.303127,0.0630631
0.425543,0.927481,0.303121,0.0650651
0.425535,0.927491,0.303116,0.0670671
0.425528,0.927499,0.303113,0.0690691
0.425522,0.927505,0.303111,0.0710711
0.425517,0.927508,0.303109,0.0730731
0.425512,0.927511,0.303108,0.0750751
0.425508,0.927512,0.303108,0.0770771
0.425504,0.927512,0.303107,0.0790791
0.4255,0.927512,0.303108,0.0810811
0.425497,0.927512,0.303108,0.0830831
0.425493,0.92751,0.303108,0.0850851
0.42549,0.927509,0.303109,0.0870871
0.425487,0.927508,0.303109,0.0890891
0.425483,0.927506,0.30311,0.0910911
0.42548,0.927505,0.303111,0.0930931
0.425477,0.927503,0.303112,0.0950951
0.425473,0.927501,0.303112,0.0970971
0.42547,0.9275,0.303113,0.0990991
0.425467,0.927498,0.303114,0.101101
0.425463,0.927497,0.303114,0.103103
0.425459,0.927495,0.303115,0.105105
0.425456,0.927494,0.303115,0.107107
0.425452,0.927492,0.303116,0.109109
0.425448,0.927491,0.303117,0.111111
0.425444,0.92749,0.303117,0.113113
0.42544,0.927489,0.303118,0.115115
0.425436,0.927488,0.303118,0.117117
0.425432,0.927487,0.303118,0.119119
0.425428,0.927486,0.303119,0.121121
0.425423,0.927485,0.303119,0.123123
0.425419,0.927484,0.30312,0.125125
0.425415,0.927483,0.30312,0.127127
0.42541,0.927482,0.30312,0.129129
0.425406,0.927482,0.303121,0.131131
0.425401,0.927481,0.303121,0.133133
0.425396,0.92748,0.303121,0.135135
0.425392,0.927479,0.303122,0.137137
0.425387,0.927479,0.303122,0.139139
0.425382,0.927478,0.303122,0.141141
0.425377,0.927478,0.303122,0.143143
0.425372,0.927477,0.303123,0.145145
0.425367,0.927477,0.303123,0.147147
0.425361,0.927476,0.303123,0.149149
0.425356,0.927476,0.303123,0.151151
0.425351,0.927475,0.303123,0.153153
0.425345,0.927475,0.303124,0.155155
0.42534,0.927474,0.303124,0.157157
0.425334,0.927474,0.303124,0.159159
0.425329,0.927473,0.303124,0.161161
0.425323,0.927473,0.303124,0.163163
0.425317,0.927473,0.303125,0.165165
0.425311,0.927472,0.303125,0.167167
0.425305,0.927472,0.303125,0.169169
0.425299,0.927472,0.303125,0.171171
0.425293,0.927471,0.303125,0.173173
0.425287,0.927471,0.303125,0.175175
0.42528,0.927471,0.303125,0.177177
0.425274,0.92747,0.303126,0.179179
0.425267,0.92747,0.303126,0.181181
0.425261,0.92747,0.303126,0.183183
0.425254,0.92747,0.303126,0.185185
0.425247,0.92747,0.303126,0.187187
0.42524,0.927469,0.303126,0.189189
0.425233,0.927469,0.303126,0.191191
0.425226,0.927469,0.303126,0.193193
0.425219,0.927469,0.303126,0.195195
0.425212,0.927469,0.303126,0.197197
0.425204,0.927468,0.303126,0.199199
0.425197,0.927468,0.303127,0.201201
0.425189,0.927468,0.303127,0.203203
0.425181,0.927468,0.303127,0.205205
0.425174,0.927468,0.303127,0.207207
0.425166,0.927468,0.303127,0.209209
0.425157,0.927467,0.303127,0.211211
0.425149,0.927467,0.303127,0.213213
0.425141,0.927467,0.303127,0.215215
0.425132,0.927467,0.303127,0.217217
0.425124,0.927467,0.303127,0.219219
0.425115,0.927467,0.303127,0.221221
0.425106,0.927467,0.303127,0.223223
0.425097,0.927467,0.303127,0.225225
0.425088,0.927467,0.303127,0.227227
0.425078,0.927467,0.303127,0.229229
0.425069,0.927467,0.303127,0.231231
0.425059,0.927466,0.303127,0.233233
0.425049,0.927466,0.303127,0.235235
0.425039,0.927466,0.303127,0.237237
0.425029,0.927466,0.303127,0.239239
0.425019,0.927466,0.303127,0.241241
0.425008,0.927466,0.303128,0.243243
0.424998,0.927466,0.303128,0.245245
0.424987,0.927466,0.303128,0.247247
0.424976,0.927466,0.303128,0.249249
0.424964,0.927466,0.303128,0.251251
0.424953,0.927466,0.303128,0.253253
0.424941,0.927466,0.303128,0.255255
0.424929,0.927466,0.303128,0.257257
0.424917,0.927466,0.303128,0.259259
0.424905,0.927466,0.303128,0.261261
0.424892,0.927466,0.303128,0.263263
0.424879,0.927466,0.303128,0.265265
0.424866,0.927466,0.303128,0.267267
0.424853,0.927466,0.303128,0.269269
0.424839,0.927466,0.303128,0.271271
0.424825,0.927466,0.303128,0.273273
0.424811,0.927466,0.303128,0.275275
0.424796,0.927466,0.303128,0.277277
0.424782,0.927467,0.303128,0.279279
0.424766,0.927467,0.303128,0.281281
0.424751,0.927467,0.303128,0.283283
0.424735,0.927467,0.303127,0.285285
0.424719,0.927467,0.303127,0.287287
0.424703,0.927467,0.303127,0.289289
0.424686,0.927467,0.303127,0.291291
0.424669,0.927467,0.303127,0.293293
0.424651,0.927467,0.303127,0.295295
0.424633,0.927467,0.303127,0.297297
0.424614,0.927468,0.303127,0.299299
0.424595,0.927468,0.303127,0.301301
0.424576,0.927468,0.303127,0.303303
0.424556,0.927468,0.303127,0.305305
0.424536,0.927468,0.303127,0.307307
0.424515,0.927468,0.303127,0.309309
0.424494,0.927469,0.303127,0.311311
0.424472,0.927469,0.303127,0.313313
0.424449,0.927469,0.303127,0.315315
0.424426,0.927469,0.303127,0.317317
0.424402,0.927469,0.303127,0.319319
0.424378,0.92747,0.303126,0.321321
0.424352,0.92747,0.303126,0.323323
0.424326,0.92747,0.303126,0.325325
0.4243,0.927471,0.303126,0.327327
0.424272,0.927471,0.303126,0.329329
0.424244,0.927471,0.303126,0.331331
0.424214,0.927472,0.303126,0.333333
0.424184,0.927472,0.303126,0.335335
0.424153,0.927472,0.303125,0.337337
0.42412,0.927473,0.303125,0.339339
0.424087,0.927473,0.303125,0.341341
0.424052,0.927474,0.303125,0.343343
0.424016,0.927474,0.303125,0.345345
0.423978,0.927475,0.303125,0.347347
0.423939,0.927476,0.303124,0.349349
0.423898,0.927476,0.303124,0.351351
0.423856,0.927477,0.303124,0.353353
0.423811,0.927478,0.303123,0.355355
0.423764,0.927479,0.303123,0.357357
0.423714,0.92748,0.303122,0.359359
0.423661,0.927482,0.303122,0.361361
0.423605,0.927483,0.303121,0.363363
0.423545,0.927485,0.303121,0.365365
0.42348,0.927487,0.30312,0.367367
0.42341,0.927489,0.303119,0.369369
0.423334,0.927492,0.303118,0.371371
0.423251,0.927495,0.303117,0.373373
0.42316,0.927499,0.303115,0.375375
0.423059,0.927503,0.303114,0.377377
0.422946,0.927508,0.303112,0.379379
0.42282,0.927514,0.303109,0.381381
0.422678,0.927522,0.303107,0.383383
0.422517,0.92753,0.303103,0.385385
0.422334,0.92754,0.303099,0.387387
0.422126,0.927552,0.303095,0.389389
0.421887,0.927565,0.30309,0.391391
0.421614,0.927581,0.303084,0.393393
0.421301,0.927599,0.303077,0.395395
0.420942,0.92762,0.303069,0.397397
0.42053,0.927644,0.30306,0.399399
0.420058,0.927671,0.303049,0.401401
0.419517,0.927702,0.303037,0.403403
0.4189,0.927737,0.303024,0.405405
0.418197,0.927776,0.303009,0.407407
0.417398,0.92782,0.302992,0.409409
0.416494,0.927869,0.302974,0.411411
0.415473,0.927922,0.302954,0.413413
0.414326,0.927981,0.302932,0.415415
0.413043,0.928045,0.302908,0.417417
0.411612,0.928114,0.302883,0.419419
0.410025,0.928189,0.302855,0.421421
0.408273,0.928269,0.302827,0.423423
0.406348,0.928354,0.302796,0.425425
0.404243,0.928443,0.302765,0.427427
0.401953,0.928536,0.302732,0.429429
0.399475,0.928634,0.302699,0.431431
0.396807,0.928734,0.302665,0.433433
0.393951,0.928836,0.302631,0.435435
0.390908,0.92894,0.302598,0.437437
0.387683,0.929045,0.302565,0.439439
0.384285,0.929149,0.302533,0.441441
0.380723,0.929252,0.302502,0.443443
0.377008,0.929352,0.302473,0.445445
0.373155,0.929449,0.302447,0.447447
0.36918,0.929541,0.302422,0.449449
0.3651,0.929628,0.302401,0.451451
0.360934,0.929707,0.302383,0.453453
0.356701,0.929779,0.302367,0.455455
0.352423,0.929842,0.302356,0.457457
0.34812,0.929896,0.302348,0.459459
0.343814,0.929939,0.302343,0.461461
0.339524,0.929972,0.302343,0.463463
0.335272,0.929993,0.302345,0.465465
0.331077,0.930002,0.302352,0.467467
0.326956,0.929999,0.302362,0.469469
0.322926,0.929985,0.302375,0.471471
0.319004,0.929959,0.302392,0.473473
0.315202,0.929922,0.302411,0.475475
0.311533,0.929874,0.302432,0.477477
0.308007,0.929816,0.302456,0.479479
0.304632,0.929749,0.302482,0.481481
0.301416,0.929673,0.30251,0.483483
0.298363,0.929589,0.302539,0.485485
0.295476,0.9295,0.302569,0.487487
0.292758,0.929404,0.3026,0.489489
0.290209,0.929305,0.302631,0.491491
0.287827,0.929202,0.302662,0.493493
0.28561,0.929098,0.302693,0.495495
0.283555,0.928992,0.302724,0.497497
0.281657,0.928887,0.302754,0.499499
0.279911,0.928783,0.302783,0.501502
0.278312,0.928681,0.302812,0.503504
0.276852,0.928581,0.302839,0.505506
0.275525,0.928485,0.302865,0.507508
0.274323,0.928393,0.30289,0.50951
0.273238,0.928305,0.302913,0.511512
0.272264,0.928222,0.302935,0.513514
0.271392,0.928144,0.302956,0.515516
0.270615,0.928071,0.302975,0.517518
0.269925,0.928004,0.302992,0.51952
0.269315,0.927941,0.303008,0.521522
0.268778,0.927884,0.303023,0.523524
0.268307,0.927832,0.303037,0.525526
0.267896,0.927785,0.303049,0.527528
0.267538,0.927743,0.303059,0.52953
0.267228,0.927705,0.303069,0.531532
0.266961,0.927671,0.303078,0.533534
0.266732,0.927641,0.303085,0.535536
0.266536,0.927614,0.303092,0.537538
0.266369,0.927591,0.303098,0.53954
0.266228,0.927571,0.303103,0.541542
0.266109,0.927553,0.303108,0.543544
0.266009,0.927538,0.303112,0.545546
0.265925,0.927525,0.303115,0.547548
0.265856,0.927514,0.303118,0.54955
0.265798,0.927504,0.30312,0.551552
0.265751,0.927496,0.303122,0.553554
0.265712,0.927489,0.303124,0.555556
0.265681,0.927484,0.303126,0.557558
0.265655,0.927479,0.303127,0.55956
0.265635,0.927475,0.303128,0.561562
0.265618,0.927472,0.303129,0.563564
0.265605,0.927469,0.303129,0.565566
0.265595,0.927467,0.30313,0.567568
0.265587,0.927465,0.30313,0.56957
0.265581,0.927464,0.303131,0.571572
0.265576,0.927463,0.303131,0.573574
0.265573,0.927462,0.303131,0.575576
0.26557,0.927461,0.303131,0.577578
0.265568,0.927461,0.303132,0.57958
0.265567,0.92746,0.303132,0.581582
0.265566,0.92746,0.303132,0.583584
0.265565,0.92746,0.303132,0.585586
0.265565,0.927459,0.303132,0.587588
0.265565,0.927459,0.303132,0.58959
0.265565,0.927459,0.303132,0.591592
0.265565,0.927459,0.303132,0.593594
0.265565,0.927459,0.303132,0.595596
0.265566,0.927459,0.303132,0.597598
0.265566,0.927459,0.303132,0.5996
0.265566,0.927459,0.303132,0.601602
0.265567,0.927459,0.303132,0.603604
0.265567,0.927459,0.303132,0.605606
0.265567,0.927459,0.303132,0.607608
0.265568,0.927459,0.303132,0.60961
0.265568,0.927459,0.303132,0.611612
0.265568,0.927459,0.303132,0.613614
0.265569,0.927459,0.303132,0.615616
0.265569,0.927459,0.303132,0.617618
0.265569,0.927459,0.303132,0.61962
0.265569,0.927459,0.303132,0.621622
0.26557,0.927459,0.303132,0.623624
0.26557,0.927459,0.303132,0.625626
0.26557,0.927459,0.303132,0.627628
0.26557,0.927459,0.303132,0.62963
0.26557,0.92746,0.303132,0.631632
0.265571,0.92746,0.303132,0.633634
0.265571,0.92746,0.303132,0.635636
0.265571,0.92746,0.303132,0.637638
0.265571,0.92746,0.303132,0.63964
0.265571,0.92746,0.303132,0.641642
0.265571,0.92746,0.303132,0.643644
0.265572,0.92746,0.303132,0.645646
0.265572,0.92746,0.303132,0.647648
0.265572,0.92746,0.303132,0.64965
0.265572,0.92746,0.303132,0.651652
0.265572,0.92746,0.303132,0.653654
0.265572,0.92746,0.303132,0.655656
0.265572,0.92746,0.303132,0.657658
0.265572,0.92746,0.303132,0.65966
0.265572,0.92746,0.303132,0.661662
0.265572,0.92746,0.303132,0.663664
0.265573,0.92746,0.303132,0.665666
0.265573,0.92746,0.303132,0.667668
0.265573,0.92746,0.303132,0.66967
0.265573,0.92746,0.303132,0.671672
0.265573,0.92746,0.303132,0.673674
0.265573,0.92746,0.303132,0.675676
0.265573,0.92746,0.303132,0.677678
0.265573,0.92746,0.303132,0.67968
0.265573,0.92746,0.303132,0.681682
0.265573,0.92746,0.303132,0.683684
0.265573,0.92746,0.303132,0.685686
0.265573,0.92746,0.303132,0.687688
0.265573,0.92746,0.303132,0.68969
0.265573,0.92746,0.303132,0.691692
0.265573,0.927461,0.303133,0.693694
0.265574,0.927461,0.303133,0.695696
0.265574,0.927461,0.303133,0.697698
0.265574,0.927461,0.303133,0.6997
0.265574,0.927461,0.303133,0.701702
0.265574,0.927461,0.303133,0.703704
0.265574,0.927461,0.303133,0.705706
0.265574,0.927461,0.303133,0.707708
0.265574,0.927461,0.303133,0.70971
0.265574,0.927461,0.303133,0.711712
0.265574,0.927461,0.303133,0.713714
0.265574,0.927461,0.303133,0.715716
0.265574,0.927461,0.303133,0.717718
0.265574,0.927461,0.303133,0.71972
0.265574,0.927461,0.303133,0.721722
0.265574,0.927461,0.303133,0.723724
0.265574,0.927461,0.303133,0.725726
0.265574,0.927461,0.303133,0.727728
0.265574,0.927461,0.303133,0.72973
0.265574,0.927461,0.303133,0.731732
0.265574,0.927461,0.303133,0.733734
0.265574,0.927461,0.303133,0.735736
0.265574,0.927461,0.303133,0.737738
0.265574,0.927462,0.303133,0.73974
0.265574,0.927462,0.303133,0.741742
0.265574,0.927462,0.303133,0.743744
0.265574,0.927462,0.303133,0.745746
0.265574,0.927462,0.303133,0.747748
0.265574,0.927462,0.303133,0.74975
0.265574,0.927462,0.303133,0.751752
0.265575,0.927462,0.303133,0.753754
0.265575,0.927462,0.303133,0.755756
0.265575,0.927462,0.303133,0.757758
0.265575,0.927462,0.303133,0.75976
0.265575,0.927462,0.303133,0.761762
0.265575,0.927462,0.303133,0.763764
0.265575,0.927462,0.303133,0.765766
0.265575,0.927462,0.303133,0.767768
0.265575,0.927462,0.303133,0.76977
0.265575,0.927463,0.303133,0.771772
0.265575,0.927463,0.303133,0.773774
0.265575,0.927463,0.303133,0.775776
0.265575,0.927463,0.303133,0.777778
0.265575,0.927463,0.303133,0.77978
0.265575,0.927463,0.303133,0.781782
0.265575,0.927463,0.303133,0.783784
0.265575,0.927463,0.303133,0.785786
0.265575,0.927463,0.303133,0.787788
0.265575,0.927463,0.303133,0.78979
0.265575,0.927463,0.303133,0.791792
0.265575,0.927463,0.303134,0.793794
0.265575,0.927463,0.303134,0.795796
0.265575,0.927464,0.303134,0.797798
0.265575,0.927464,0.303134,0.7998
0.265575,0.927464,0.303134,0.801802
0.265575,0.927464,0.303134,0.803804
0.265575,0.927464,0.303134,0.805806
0.265575,0.927464,0.303134,0.807808
0.265575,0.927464,0.303134,0.80981
0.265575,0.927464,0.303134,0.811812
0.265575,0.927464,0.303134,0.813814
0.265575,0.927464,0.303134,0.815816
0.265575,0.927465,0.303134,0.817818
0.265575,0.927465,0.303134,0.81982
0.265575,0.927465,0.303134,0.821822
0.265576,0.927465,0.303134,0.823824
0.265576,0.927465,0.303134,0.825826
0.265576,0.927465,0.303134,0.827828
0.265576,0.927465,0.303134,0.82983
0.265576,0.927465,0.303134,0.831832
0.265576,0.927466,0.303134,0.833834
0.265576,0.927466,0.303134,0.835836
0.265576,0.927466,0.303134,0.837838
0.265576,0.927466,0.303134,0.83984
0.265576,0.927466,0.303134,0.841842
0.265576,0.927466,0.303134,0.843844
0.265576,0.927466,0.303134,0.845846
0.265576,0.927466,0.303134,0.847848
0.265576,0.927466,0.303134,0.84985
0.265575,0.927464,0.303134,0.851852
0.265574,0.927461,0.303132,0.853854
0.265572,0.927453,0.303129,0.855856
0.265567,0.927433,0.303121,0.857858
0.265555,0.927386,0.303101,0.85986
0.265525,0.927274,0.303053,0.861862
0.265454,0.927007,0.302941,0.863864
0.265284,0.926371,0.302673,0.865866
0.264883,0.92486,0.302039,0.867868
0.263937,0.921275,0.300542,0.86987
0.261736,0.91283,0.297066,0.871872
0.256774,0.89323,0.289244,0.873874
0.246304,0.849236,0.272825,0.875876
0.22687,0.757281,0.242682,0.877878
0.197739,0.590701,0.19852,0.87988
0.165667,0.360052,0.152078,0.881882
0.141859,0.155301,0.120179,0.883884
0.130375,0.0494864,0.106129,0.885886
0.126478,0.0135322,0.101651,0.887888
0.125385,0.00351537,0.100427,0.88989
0.125099,0.000900295,0.100109,0.891892
0.125025,0.000229711,0.100028,0.893894
0.125006,5.85549e-05,0.100007,0.895896
0.125002,1.49224e-05,0.100002,0.897898
0.125,3.80266e-06,0.1,0.8999
0.125,9.6901e-07,0.1,0.901902
0.125,2.46926e-07,0.1,0.903904
0.125,6.29225e-08,0.1,0.905906
0.125,1.60341e-08,0.1,0.907908
0.125,4.08585e-09,0.1,0.90991
0.125,1.04117e-09,0.1,0.911912
0.125,2.65313e-10,0.1,0.913914
0.125,6.76077e-11,0.1,0.915916
0.125,1.7228e-11,0.1,0.917918
0.125,4.3902e-12,0.1,0.91992
0.125,1.11879e-12,0.1,0.921922
0.125,2.85167e-13,0.1,0.923924
0.125,7.27e-14,0.1,0.925926
0.125,1.85055e-14,0.1,0.927928
0.125,4.72078e-15,0.1,0.92993
0.125,1.25887e-15,0.1,0.931932
0.125,3.46191e-16,0.1,0.933934
0.125,6.29437e-17,0.1,0.935936
0.125,0,0.1,0.937938
0.125,0,0.1,0.93994
0.125,0,0.1,0.941942
0.125,0,0.1,0.943944
0.125,0,0.1,0.945946
0.125,0,0.1,0.947948
0.125,0,0.1,0.94995
0.125,0,0.1,0.951952
0.125,0,0.1,0.953954
0.125,0,0.1,0.955956
0.125,0,0.1,0.957958
0.125,0,0.1,0.95996
0.125,0,0.1,0.961962
0.125,0,0.1,0.963964
0.125,0,0.1,0.965966
0.125,0,0.1,0.967968
0.125,0,0.1,0.96997
0.125,0,0.1,0.971972
0.125,0,0.1,0.973974
0.125,0,0.1,0.975976
0.125,0,0.1,0.977978
0.125,0,0.1,0.97998
0.125,0,0.1,0.981982
0.125,0,0.1,0.983984
0.125,0,0.1,0.985986
0.125,0,0.1,0.987988
0.125,0,0.1,0.98999
0.125,0,0.1,0.991992
0.125,0,0.1,0.993994
0.125,0,0.1,0.995996
0.125,0,0.1,0.997998
0.125,0,0.1,1
